Crop Type,Season,Temperature (°C),Humidity (%),Precipitation (mm),Soil Moisture (%),Wind Speed (km/h),Sunlight (hours),Disease Name
Tomato,Autumn,25.61394779674160,88.65554364407370,3.668481288451230,22.400233319880200,2.6042678934748900,7.317021151912970,Northern Corn Leaf Blight
Sorghum,Spring,13.939534607751200,57.59272834954440,27.585053821297900,53.612709235078500,11.465077873447800,7.703157844147490,Gray Leaf Spot
Wheat,Summer,22.364047645867900,85.47984819130190,11.236941067603000,25.857668581652000,19.112341317152500,7.004079424361730,Northern Corn Leaf Blight
Rice,Winter,26.579055752801700,62.71139157308730,19.857329102873200,34.664915618926400,18.268705935706500,5.538728210059820,Blast
Cassava,Spring,32.85509859719320,60.14028897845370,34.510787810344900,40.651205837100800,9.28080135479864,9.043509862789190,Brown Spot
Oat,Winter,27.74887899717060,43.625752612189700,34.96877496314340,14.94245399978530,15.63700041712820,6.957463367124000,Gray Leaf Spot
Cotton,Autumn,18.16340212589000,47.716769895314100,4.202666808782430,43.572624453419600,16.254549032251000,7.4437852519854,Fusarium Head Blight
Oat,Spring,14.024948514015600,62.59920383830660,15.483413996137100,34.878750824181700,10.594378042020600,9.55961516591124,Brown Spot
Barley,Autumn,22.385626842751300,37.99418358446320,5.340030192002370,40.50113905558660,17.0064211626462,6.250808122462930,Gray Leaf Spot
Soybean,Winter,19.5628368271089,72.27718300411810,20.167932967639900,35.98463182313810,21.727311972905500,7.216220720040470,Common Rust
Corn,Spring,26.533691575876600,50.50115984422130,14.326101947121400,35.57465726410590,8.535366253054400,11.452794630735300,Common Rust
Tomato,Summer,13.273392163044800,40.26811892788590,49.782197330944200,23.985538156792300,3.807063222019750,10.598899724280400,Rust
Sorghum,Winter,12.391762778466100,37.401848118041600,2.667069250288710,51.26833288567970,11.488400096223000,7.984145201166690,Sheath Blight
Soybean,Summer,24.35417968559700,37.206568618983300,48.20022851990440,40.653975313702500,22.37015725503140,10.52862394570050,Fusarium Head Blight
Soybean,Summer,27.129143047790200,63.93975171994290,37.60314187169720,41.030032740825000,15.15675587517210,10.596791495113400,Powdery Mildew
Sunflower,Autumn,21.137867482892600,58.19769005304690,22.8593248678278,54.78583227473680,21.36494819050670,7.988763192660800,Northern Corn Leaf Blight
Cotton,Spring,19.181358492820100,42.8659313333014,47.4093232913161,52.61192657338370,21.96155222805970,6.4793567850351600,Brown Spot
Sugarcane,Spring,24.888726736810600,55.76800242819810,6.4260643954576500,59.82076378730090,19.746129470617400,5.020857380453010,Northern Corn Leaf Blight
Sunflower,Winter,13.433267032242300,77.89066741379880,14.467128427809100,46.93923262229520,16.547437151821200,7.994698246536740,Brown Spot
Millet,Winter,11.622235681615700,62.13844776542970,29.309540030122100,11.017325384665600,19.001077604603400,5.6812321308464600,Gray Leaf Spot
Corn,Summer,13.146384066743700,72.06008670681600,6.788133581022290,27.690952402113600,13.025682428513400,5.5004564021082200,Fusarium Head Blight
Peanut,Summer,31.666817355934700,37.16352682558530,28.987642775243000,47.478123444846300,8.148368659024910,5.629249964957380,Rust
Barley,Autumn,22.25585688339770,36.43028438498060,32.0147684819697,39.309651476910900,13.891149438666100,6.8239144016528100,Rust
Sorghum,Autumn,30.705937972944600,92.94688562473820,49.17030588169030,12.242604617328700,13.296211117663100,10.21647731854360,Blast
Wheat,Winter,22.784846237848600,70.55898733176230,44.006077684770100,30.353347614528700,14.637703536495600,8.913526451586050,Rust
Rice,Summer,19.38937087092420,42.649005701458200,6.486116609752140,26.367030314303100,11.391099382838700,11.396856233113000,Powdery Mildew
Lentil,Spring,22.56860067916530,72.52647431825350,37.50439419697890,23.03974693720550,9.877061615240050,11.455225240000300,Rust
Sugarcane,Autumn,19.426490951186600,80.00591778951210,7.70054541457057,43.17356793295770,7.488327596971890,7.1944362762431600,Blast
Soybean,Autumn,23.033589142173200,65.27018467463130,44.387861780640000,37.83732290481060,5.025879129089870,9.466659210346890,Northern Corn Leaf Blight
Oat,Winter,28.361642467321200,38.71216546162190,19.03589634270350,29.657702594091300,20.67718198904570,5.083522492405790,Sheath Blight
Rice,Winter,33.61678490509150,73.10801715389010,34.724194100115,30.61557103876260,10.808141549478300,11.10452754978350,Rust
Millet,Summer,14.493619276000500,43.464277472445200,48.86251998473360,59.59261152736010,2.9559780589258800,11.851260940311600,Northern Corn Leaf Blight
Sunflower,Spring,22.55002300721530,62.7100051712943,11.106400028671100,49.938958840469600,9.344642372570050,8.075102790329900,Gray Leaf Spot
Cotton,Autumn,25.48209816152480,75.89063875003150,49.6181941149964,54.753937606810600,13.694811069325000,5.031661767450690,Powdery Mildew
Oat,Spring,29.45670372332250,95.39834496080720,9.298796273656410,57.22251451667680,18.258419872240700,6.374952651707900,Rust
Rice,Summer,34.93903084193020,54.63638297711360,46.56429072495900,46.25793624844950,6.7765968328538700,8.201264716513760,Gray Leaf Spot
Oat,Winter,33.245677130578500,87.60184202441250,31.0675427525202,37.21788255745330,17.39854027787360,6.057325626978830,Blast
Millet,Spring,28.7198522119382,92.86529074742440,14.421348973583200,15.453616019855400,19.90053702715600,5.711794444602070,Fusarium Head Blight
Lentil,Winter,27.570816294727700,85.84675051203970,45.2455075273876,59.13132841161020,2.2747706427344900,11.330685460633600,Fusarium Head Blight
Corn,Autumn,19.73274291395840,82.41739405117470,43.39847818734550,46.69685961338800,22.250271741757000,7.6600717870136900,Gray Leaf Spot
Cassava,Winter,32.95593000147590,92.47763391696210,40.01656481687690,45.31421977466450,24.34789429755430,6.792837379767650,Rust
Sorghum,Spring,23.206799933965200,68.0072919420254,28.025039483305600,28.865468191859000,1.9567577123455600,11.836287568991200,Sheath Blight
Sunflower,Winter,21.14224865904490,54.50501130977960,42.131480300699800,54.18397134786360,9.995982444773310,9.023985603770070,Rust
Cotton,Summer,12.686673601953000,81.94325669656510,34.68355898934980,56.36156047169980,6.5154445871037000,8.991521230151700,Gray Leaf Spot
Soybean,Summer,13.187656015587300,45.47634399795200,44.55116817504600,44.820089567909800,14.953306338536800,7.384168989648000,Northern Corn Leaf Blight
Millet,Summer,18.0734400328259,67.10901515628690,21.316011354538600,47.126383046916800,20.24074166873410,9.271954882546930,Brown Spot
Oat,Summer,33.64761282404670,88.64832984094970,20.060401517077200,55.70395960279590,11.097229647914700,11.135930030189100,Blast
Millet,Summer,24.758507523618300,68.20966578384820,27.312300856238200,44.91179119247260,19.0374658305736,7.566536423754820,Sheath Blight
Tomato,Winter,21.17799325504180,65.77456721581850,22.269850177002000,58.9862582477906,18.297175884879300,9.360137604278560,Blast
Cassava,Spring,34.41654052949400,30.330210590663900,30.982692501131900,29.150904535776300,16.549682698267900,7.8736650850945900,Blast
Sugarcane,Spring,16.711016092280200,55.48184905058360,22.500708723353100,17.1941149915678,13.494897526775200,11.988744485368100,Brown Spot
Rice,Summer,33.54532909242360,92.7561614938617,49.13915317664330,39.09975413816700,11.003117762745300,6.474833710653600,Fusarium Head Blight
Soybean,Spring,22.782034785372100,71.81562415280190,47.65583031869380,24.28194478178770,5.130294144524740,10.336446782731100,Blast
Rice,Winter,15.131225049888700,69.7427450032408,22.32100642653500,20.287106281239900,3.5992163086758800,6.705913199089740,Brown Spot
Oat,Winter,20.900535381034000,42.43982280838740,11.96131039311070,15.939789351722300,19.291261258380500,7.548196953488410,Brown Spot
Rice,Winter,10.300560556908400,85.29855910282530,29.367310172046600,36.90627009959600,10.837049201483100,10.735827455973000,Rust
Cotton,Spring,16.522602081576700,94.79857435149420,24.008890071943500,34.55672316410140,17.443605096612000,9.7107298350371,Rust
Tomato,Winter,34.52075149181890,92.70513052611800,2.02754059653667,51.41833902505020,9.644788885878130,10.971016676937400,Common Rust
Wheat,Spring,13.38796148151630,85.70406278675430,46.91064048212950,44.579334288952000,11.050897317349700,10.853963734258300,Common Rust
Tomato,Autumn,34.4255942589802,74.39540780214120,2.093088061297180,13.918770463937500,5.021888302434100,11.959644100279000,Blast
Sorghum,Winter,28.408609450758800,82.99622319385360,9.590626433782560,21.78211125777430,9.928192259179110,10.064169659329400,Blast
Lentil,Summer,33.88348403920980,33.21574573959130,37.25138702457060,32.04354011243860,15.247350790335000,5.643966738067650,Northern Corn Leaf Blight
Sunflower,Spring,10.846338515091200,58.879012984369300,27.342436324250100,27.458221869381700,21.364658393821800,7.655443708297190,Fusarium Head Blight
Tomato,Winter,28.81982553257590,40.748118086583100,15.815746201821800,35.212447687304800,0.8672135727715000,7.062020171491390,Northern Corn Leaf Blight
Barley,Summer,11.97491021210400,68.20028709058040,32.31857623452320,10.524853678277700,9.869252826957730,6.479238494514600,Northern Corn Leaf Blight
Sunflower,Autumn,19.21399979491560,59.15584458316030,5.05693627849268,15.89525884700170,15.106438896979900,6.380117554692990,Common Rust
Sugarcane,Winter,21.134404240591100,65.84034789128560,15.302657431730900,28.210373674831700,8.54466922984392,9.239278338843190,Sheath Blight
Corn,Summer,23.161963542111200,48.25584411674790,45.56920520241410,50.0871283260871,17.67312182666820,10.538224345486400,Gray Leaf Spot
Barley,Summer,19.553255657843500,55.613358097189600,40.68354506750040,59.90902955578640,22.462673380608900,5.809447222690650,Blast
Soybean,Winter,21.77956648433560,85.36001297282100,18.728157280628400,18.673727912021500,24.060036805926400,8.793235795766820,Blast
Rice,Summer,27.175380988910600,68.68464540912170,38.1140354951199,52.17523379862320,16.90348893791450,9.135279446636780,Northern Corn Leaf Blight
Tomato,Summer,27.24856281185700,38.12966311261800,31.11827686228160,14.817681810923800,1.5287881322912400,6.084491475869670,Gray Leaf Spot
Millet,Spring,12.016630258360000,46.835622894180300,31.000507104222500,12.407209294659600,17.054816630141700,10.589736712987800,Sheath Blight
Sunflower,Autumn,25.064221031721600,45.93531752776280,1.2075321249519500,48.070715381264500,9.161621089884690,7.397142010411790,Gray Leaf Spot
Soybean,Summer,10.473282698498200,63.128441189630000,43.18305520728790,54.57307262081200,24.60579707403650,9.146207252445860,Northern Corn Leaf Blight
Wheat,Spring,13.943134525910800,67.01695711928540,24.281909535356800,33.87856885838040,6.056666230081490,10.531103971625600,Brown Spot
Wheat,Summer,34.79755703799650,95.23978659329960,21.749106615396600,53.772748497219700,16.49801079328840,6.314278658778240,Brown Spot
Sorghum,Spring,10.099823283313100,58.370465828491500,18.24423245650270,39.49989285564080,0.34788813282087000,8.786394653879310,Fusarium Head Blight
Oat,Spring,25.56895997108480,57.91444801931180,0.15325487533176000,51.753372041800500,14.776892213541600,11.482546311635600,Northern Corn Leaf Blight
Sugarcane,Spring,19.183978505393400,42.02493239489060,15.33318411431080,22.591662661659800,22.166579176376000,10.442292541010000,Northern Corn Leaf Blight
Cassava,Winter,15.378994399771700,63.70896042015720,42.956564404333800,37.98058406101000,15.83149399464800,7.0531743867268800,Rust
Peanut,Summer,13.553833562319000,42.84420683820300,48.370521528971800,51.83152877303640,15.818663662146200,8.29674440937327,Northern Corn Leaf Blight
Cotton,Winter,32.35936895004270,58.96470934436620,19.19413406502320,35.97801982291110,24.918739800452900,9.483785563842960,Fusarium Head Blight
Oat,Autumn,30.554630367314600,52.63459090071680,37.21627605259760,14.378943038993800,4.008111224447830,7.8236677435808500,Rust
Oat,Autumn,32.3857351688315,93.8287070858673,18.294858496491100,23.01504664774900,11.034193934840000,10.831218396388000,Common Rust
Cassava,Summer,21.417087603309000,48.08709818790180,33.592957915392900,55.57025717864950,12.39269982617000,11.216989703517500,Gray Leaf Spot
Soybean,Spring,22.871343811819800,90.49119594057140,36.384354599454900,32.25109418617610,19.59286524975430,5.965433859406860,Gray Leaf Spot
Soybean,Spring,11.558134304604300,70.87066949731460,23.79399712955840,13.422200193345900,11.942490010552800,10.96114335360490,Rust
Peanut,Autumn,20.892530515604000,73.25359838454540,39.89995347028330,39.484486053551400,11.875483304019900,6.963892367431500,Fusarium Head Blight
Sunflower,Winter,13.653320832053000,33.1751557945449,17.163313448560900,16.471423869558400,17.8516323089179,10.632457600158400,Sheath Blight
Sunflower,Spring,18.25425270333860,84.2540223245286,12.204123367610200,32.38228074260680,10.6001860153346,9.436614173853130,Northern Corn Leaf Blight
Barley,Autumn,24.020998704465300,98.91382525972060,32.366037755594400,58.4564290072725,3.7177052556165000,10.63902667758540,Common Rust
Cotton,Spring,24.89618941912490,46.64792868322470,4.754695547012590,57.37757025319480,19.45662660238240,8.444148200428760,Brown Spot
Soybean,Winter,16.508646621318200,49.84497123229990,32.21201342043520,41.21614721225470,14.688065398726000,9.711631586515770,Fusarium Head Blight
Barley,Autumn,12.68548099408120,48.43153900977470,13.481956705244800,41.42699782667410,2.8942117595003000,6.758612189829520,Sheath Blight
Rice,Winter,24.370029945988000,72.5321793572806,27.386103793736800,15.591671000548600,8.935111108911160,10.261772923365900,Brown Spot
Cotton,Summer,27.53261751368840,94.3001285972469,38.71313389408430,52.90267170748840,5.008920531127160,10.599046926674500,Powdery Mildew
Oat,Winter,26.16139464830790,90.36873009939640,35.13721404664650,45.3803179853918,12.158769983146000,6.633966488160460,Sheath Blight
Rice,Summer,29.07092693217930,54.45904845182140,14.779483074045200,47.50305934071800,9.491239959915640,10.590753859793600,Brown Spot
Rice,Summer,14.59511339280690,32.87426007096990,48.54599746667700,24.880853436637700,9.200389686054730,6.7712022399442200,Fusarium Head Blight
Wheat,Autumn,33.78124876001180,58.50327832632470,46.27130937875250,42.56391466098400,16.504291900849500,6.349445724189950,Brown Spot
Oat,Summer,24.392339226897100,81.46291786185460,45.92264417228270,27.614340664866300,14.00819276767180,7.0936556011913700,Blast
Millet,Spring,33.62229334771340,34.26499086651730,17.91735419710280,56.69287771678830,0.7960091226823040,11.260692585161000,Northern Corn Leaf Blight
Cassava,Autumn,18.651335350490200,51.69855526653060,25.16806066125310,55.81135924244430,2.0382478152266700,5.300908536987360,Northern Corn Leaf Blight
Lentil,Summer,15.83377997046100,53.74129449062320,14.768176602964800,39.91526343426910,14.045769139235400,5.011046774603380,Fusarium Head Blight
Cotton,Spring,24.895347019369,55.59629218130860,39.335177821077000,44.42579656722540,21.23194359541390,10.60297492242360,Fusarium Head Blight
Tomato,Summer,28.139119772631700,39.30273902010530,3.8784781023690800,27.72218474577740,20.669402458102900,10.439695835318800,Common Rust
Lentil,Winter,14.24717118758010,72.53098652828700,14.962641262395300,56.93787564200550,3.215429764801090,5.8849859632383000,Rust
Corn,Autumn,10.255842575629000,41.21453872365620,10.447102927477600,40.157659246845500,20.174550316709700,5.542594429153820,Gray Leaf Spot
Barley,Spring,26.74483517638710,60.590633322700800,23.83005897295780,32.5591552250286,23.96704058015960,7.413581192779580,Gray Leaf Spot
Sunflower,Winter,13.649704072256800,43.821341729295200,31.75868478811860,49.58467272659680,7.20535404323783,9.024291146948550,Northern Corn Leaf Blight
Peanut,Spring,14.084770481304900,66.11460793953940,12.219062948686200,42.71694618357260,8.82282957376451,6.186883050245220,Powdery Mildew
Barley,Autumn,31.35537946534480,78.61162254122480,2.2003766805846900,24.86538732134040,16.598087345181200,9.717954489679940,Brown Spot
